,@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:endingPage,prism:doi,openaccess,pii,authors
5,true,2017-06-01T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610217308573'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610217308573?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2017.03.789,https://api.elsevier.com/content/article/pii/S1876610217308573,Impact of Floor Area Ratio (FAR) on Energy Consumption at Meso Scale in China: Case Study of Ningbo,Ayotunde Dawodu,Energy Procedia,105,2017-05-31,3449,3455,10.1016/j.egypro.2017.03.789,True,S1876610217308573,"{'author': [{'$': 'Ayotunde Dawodu'}, {'$': 'Ali Cheshmehzangi'}]}"
6,true,2015-12-18T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610215027848'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610215027848?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2015.12.135,https://api.elsevier.com/content/article/pii/S1876610215027848,Energy and Economic Analysis of a Residential Solar Organic Rankine Plant,E. Bocci,Energy Procedia,81,2015-12-31,558,568,10.1016/j.egypro.2015.12.135,True,S1876610215027848,"{'author': [{'$': 'E. Bocci'}, {'$': 'M. Villarini'}, {'$': 'A. Dell’Era'}]}"
7,true,2021-12-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2405896321023326'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2405896321023326?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ifacol.2021.11.288,https://api.elsevier.com/content/article/pii/S2405896321023326,Model Predictive Control of Discrete-Continuous Energy Systems via Generalized Disjunctive Programming,Arnab Bhattacharya,IFAC-PapersOnLine,54,2021-12-31,913,918,10.1016/j.ifacol.2021.11.288,False,S2405896321023326,"{'author': [{'$': 'Arnab Bhattacharya'}, {'$': 'Xu Ma'}, {'$': 'Draguna L. Vrabie'}]}"
8,true,2019-03-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610219312123'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610219312123?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2019.02.127,https://api.elsevier.com/content/article/pii/S1876610219312123,Energy efficiency improvement of submersible pumps using in barind area of Bangladesh,M. E. Haque,Energy Procedia,160,2019-02-28,123,130,10.1016/j.egypro.2019.02.127,True,S1876610219312123,"{'author': [{'$': 'M. E. Haque'}, {'$': 'M. S. Islam'}, {'$': 'M. S. Akhter'}]}"
9,true,2017-09-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610217332289'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610217332289?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2017.07.422,https://api.elsevier.com/content/article/pii/S1876610217332289,"Different balancing methods for Net Zero Energy Buildings - Impact of time steps, grid interaction and weighting factors",Monika Hall,Energy Procedia,122,2017-09-30,379,384,10.1016/j.egypro.2017.07.422,True,S1876610217332289,"{'author': [{'$': 'Monika Hall'}, {'$': 'Achim Geissler'}]}"
10,true,2018-06-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212827118303901'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212827118303901?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.procir.2018.03.230,https://api.elsevier.com/content/article/pii/S2212827118303901,Energy-Efficient Multi-Level Collaborative Optimization for Robotic Manufacturing Systems,Wenjun Xu,Procedia CIRP,72,2018-12-31,316,321,10.1016/j.procir.2018.03.230,True,S2212827118303901,"{'author': [{'$': 'Wenjun Xu'}, {'$': 'Hang Du'}, {'$': 'Duc Truong Pham'}]}"
11,true,2020-02-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2351978920305199'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2351978920305199?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.promfg.2020.01.447,https://api.elsevier.com/content/article/pii/S2351978920305199,Optimal Operations Management of Hybrid Energy Systems Through Short-Term Atmospheric and Demand Forecasts,Francesca Calabrese,Procedia Manufacturing,39,2019-12-31,702,711,10.1016/j.promfg.2020.01.447,True,S2351978920305199,"{'author': [{'$': 'Francesca Calabrese'}, {'$': 'Mauro Gamberi'}, {'$': 'Alberto Regattieri'}]}"
12,true,2011-12-13T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1877705811049496'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1877705811049496?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.proeng.2011.11.2115,https://api.elsevier.com/content/article/pii/S1877705811049496,Utilization of renewable energy to produce electrical energy(Hydrogen Energy),Masoud Pourbaba,Procedia Engineering,21,2011-12-31,1088,1095,10.1016/j.proeng.2011.11.2115,True,S1877705811049496,"{'author': [{'$': 'Masoud Pourbaba'}, {'$': 'Sohrab Zirakkar'}]}"
13,true,2014-09-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212667814001038'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212667814001038?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ieri.2014.09.055,https://api.elsevier.com/content/article/pii/S2212667814001038,Cooking with Minimum Energy and Protection of Environments and Health,Dilip Kumar De,IERI Procedia,9,2014-12-31,148,155,10.1016/j.ieri.2014.09.055,True,S2212667814001038,"{'author': [{'$': 'Dilip Kumar De'}, {'$': 'Muwa Nathaniel'}, {'$': 'Olukunle Olawole'}]}"
14,true,2021-04-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2405896320311071'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2405896320311071?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ifacol.2020.12.783,https://api.elsevier.com/content/article/pii/S2405896320311071,Valuing the Cost of Delayed Energy Actions,G. Guariso,IFAC-PapersOnLine,53,2020-12-31,16575,16580,10.1016/j.ifacol.2020.12.783,False,S2405896320311071,"{'author': [{'$': 'G. Guariso'}, {'$': 'M. Sangiorgio'}]}"
15,true,2021-04-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2405896320328056'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2405896320328056?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ifacol.2020.12.2153,https://api.elsevier.com/content/article/pii/S2405896320328056,Smart Energy Dispatch for Networked Microgrids Systems Based on Distributed Control Within a Hierarchy Optimization,Ibrahim Brahmia,IFAC-PapersOnLine,53,2020-12-31,12999,13004,10.1016/j.ifacol.2020.12.2153,False,S2405896320328056,"{'author': [{'$': 'Ibrahim Brahmia'}, {'$': 'Jingcheng Wang'}, {'$': 'Yang Lan'}]}"
16,true,2019-03-13T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212827119301738'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212827119301738?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.procir.2019.02.058,https://api.elsevier.com/content/article/pii/S2212827119301738,A load-adaptive and predictive control of energy-efficient building automation in production environment,Beiyan Zhou,Procedia CIRP,79,2019-12-31,245,250,10.1016/j.procir.2019.02.058,True,S2212827119301738,"{'author': [{'$': 'Beiyan Zhou'}, {'$': 'Jayaaditya Chikkala'}, {'$': 'Robert Schmitt'}]}"
17,true,2017-09-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610217338262'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610217338262?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2017.08.312,https://api.elsevier.com/content/article/pii/S1876610217338262,Energy performance of a Fuel Cell hybrid system for rail vehicle propulsion,Petronilla Fragiacomo,Energy Procedia,126,2017-09-30,1051,1058,10.1016/j.egypro.2017.08.312,True,S1876610217338262,"{'author': [{'$': 'Petronilla Fragiacomo'}, {'$': 'Piraino Francesco'}]}"
18,true,2017-11-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610217350828'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610217350828?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2017.10.139,https://api.elsevier.com/content/article/pii/S1876610217350828,GHG Mitigation Potentials of Thailand’s Energy Policies to Achieve INDC Target,Pemika Misila,Energy Procedia,138,2017-10-31,913,918,10.1016/j.egypro.2017.10.139,True,S1876610217350828,"{'author': [{'$': 'Pemika Misila'}, {'$': 'Pornphimol Winyuchakrit'}, {'$': 'Bundit Limmeechokchai'}]}"
19,true,2019-05-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212827118312824'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212827118312824?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.procir.2018.12.003,https://api.elsevier.com/content/article/pii/S2212827118312824,Dynamic Load Scheduling for Energy Efficiency in a Job Shop with On-site Wind Mill for Energy Generation,Ashutosh Nayak,Procedia CIRP,80,2019-12-31,197,202,10.1016/j.procir.2018.12.003,True,S2212827118312824,"{'author': [{'$': 'Ashutosh Nayak'}, {'$': 'Seokcheon Lee'}, {'$': 'John W. Sutherland'}]}"
20,true,2019-12-31T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2405896319324310'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2405896319324310?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ifacol.2019.12.513,https://api.elsevier.com/content/article/pii/S2405896319324310,Energy Aware Mission Planning for WMRs on Uneven Terrains,Nathan D. Wallace,IFAC-PapersOnLine,52,2019-12-31,149,154,10.1016/j.ifacol.2019.12.513,False,S2405896319324310,"{'author': [{'$': 'Nathan D. Wallace'}, {'$': 'He Kong'}, {'$': 'Salah Sukkarieh'}]}"
21,true,2017-10-18T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610217344739'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610217344739?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2017.09.382,https://api.elsevier.com/content/article/pii/S1876610217344739,Energy and economic analysis of an under-ground water source heat pump system for a historical valuable building,Marco Noro,Energy Procedia,133,2017-10-31,171,182,10.1016/j.egypro.2017.09.382,True,S1876610217344739,"{'author': [{'$': 'Marco Noro'}, {'$': 'Renato M. Lazzarin'}, {'$': 'Andrea D’Ascanio'}]}"
22,true,2018-12-29T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S240589631833619X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S240589631833619X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ifacol.2018.12.079,https://api.elsevier.com/content/article/pii/S240589631833619X,Energy Control of Electric Machine: Inverse Stoker Problem. ,Sergei A. Plotnikov,IFAC-PapersOnLine,51,2018-12-31,22,26,10.1016/j.ifacol.2018.12.079,False,S240589631833619X,"{'author': [{'$': 'Sergei A. Plotnikov'}, {'$': 'Alexander I. Shepeljavyi'}]}"
23,true,2019-05-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212827118313003'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212827118313003?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.procir.2018.12.021,https://api.elsevier.com/content/article/pii/S2212827118313003,Machine Learning based System Identification Tool for data-based Energy and Resource Modeling and Simulation,Thomas Weber,Procedia CIRP,80,2019-12-31,683,688,10.1016/j.procir.2018.12.021,True,S2212827118313003,"{'author': [{'$': 'Thomas Weber'}, {'$': 'Johannes Sossenheimer'}, {'$': 'Eberhard Abele'}]}"
24,true,2017-09-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610217330060'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610217330060?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2017.07.402,https://api.elsevier.com/content/article/pii/S1876610217330060,The Ehub Modeling Tool: A flexible software package for district energy system optimization,L. Andrew Bollinger,Energy Procedia,122,2017-09-30,541,546,10.1016/j.egypro.2017.07.402,True,S1876610217330060,"{'author': [{'$': 'L. Andrew Bollinger'}, {'$': 'Viktor Dorer'}]}"
0,true,2003-06-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/030142159190101S'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/030142159190101S?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0301-4215(91)90101-S,https://api.elsevier.com/content/article/pii/030142159190101S,Establishing an international energy efficiency agency — a response to the threat of global climate change,Howard S. Geller,Energy Policy,19,1991-09-30,689,695,10.1016/0301-4215(91)90101-S,False,030142159190101S,{'author': 'Howard S. Geller'}
1,true,2014-01-31T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S187661021400201X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S187661021400201X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2014.01.185,https://api.elsevier.com/content/article/pii/S187661021400201X,Assessment of the Global Potential for Renewable Energy Storage Systems on Small Islands,P. Blechinger,Energy Procedia,46,2014-12-31,294,300,10.1016/j.egypro.2014.01.185,True,S187661021400201X,"{'author': [{'$': 'P. Blechinger'}, {'$': 'R. Seguin'}, {'$': 'Ch. Breyer'}]}"
2,true,2002-07-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0264275192900457'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0264275192900457?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0264-2751(92)90045-7,https://api.elsevier.com/content/article/pii/0264275192900457,Energy efficiency within the urban design process,Maria-Cristina Gosling,Cities,9,1992-05-31,111,116,10.1016/0264-2751(92)90045-7,False,0264275192900457,"{'author': [{'$': 'Maria-Cristina Gosling'}, {'$': 'Andrew J. Walker'}]}"
3,true,2019-05-31T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1877050919306647'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1877050919306647?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.procs.2019.05.013,https://api.elsevier.com/content/article/pii/S1877050919306647,Simulation of Multilayer Energy Efficient OLEDs for Flexible Electronics Applications,Ashish Raj,Procedia Computer Science,152,2019-12-31,301,308,10.1016/j.procs.2019.05.013,True,S1877050919306647,"{'author': [{'$': 'Ashish Raj'}, {'$': 'Manoj Gupta'}, {'$': 'Divya Suman'}]}"
4,true,2019-05-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212827119300241'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212827119300241?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.procir.2019.01.022,https://api.elsevier.com/content/article/pii/S2212827119300241,Multi-objective optimization for energy efficient machining with high productivity and quality for a turning process,Kuldip Singh Sangwan,Procedia CIRP,80,2019-12-31,67,72,10.1016/j.procir.2019.01.022,True,S2212827119300241,"{'author': [{'$': 'Kuldip Singh Sangwan'}, {'$': 'Nitesh Sihag'}]}"
5,true,2011-03-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1002072110604127'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1002072110604127?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S1002-0721(10)60412-7,https://api.elsevier.com/content/article/pii/S1002072110604127,Investigation of 2.9 μm luminescence properties and energy transfer in Tm<ce:sup loc=post>3+</ce:sup>/Dy<ce:sup loc=post>3+</ce:sup> co-doped chalcohalide glasses,Zhongxiu LI,Journal of Rare Earths,29,2011-02-28,105,108,10.1016/S1002-0721(10)60412-7,False,S1002072110604127,"{'author': [{'$': 'Zhongxiu LI'}, {'$': 'Tiefeng XU'}, {'$': 'Xianghua ZHANG'}]}"
6,true,2015-10-03T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S187538921501305X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S187538921501305X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.phpro.2015.09.135,https://api.elsevier.com/content/article/pii/S187538921501305X,Energy Transfer Processes Under One-and Two-photon Excitation of Nano-biohybrid Structures based on Semiconductor Quantum Dots and Purple Membranes,Victor Krivenkov,Physics Procedia,73,2015-12-31,143,149,10.1016/j.phpro.2015.09.135,True,S187538921501305X,"{'author': [{'$': 'Victor Krivenkov'}, {'$': 'Pavel Linkov'}, {'$': 'Igor Nabiev'}]}"
7,true,2016-11-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S187661021630813X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S187661021630813X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2016.09.174,https://api.elsevier.com/content/article/pii/S187661021630813X,Sustainable Business Models for Deep Energy Retrofitting of Buildings: State-of-the-art and Methodological Approach,Roberta Moschetti,Energy Procedia,96,2016-09-30,435,445,10.1016/j.egypro.2016.09.174,True,S187661021630813X,"{'author': [{'$': 'Roberta Moschetti'}, {'$': 'Helge Brattebø'}]}"
8,true,2014-06-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2212827114004661'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2212827114004661?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.procir.2014.06.043,https://api.elsevier.com/content/article/pii/S2212827114004661,Energy Efficient Trajectories for an Industrial ABB Robot,Koen Paes,Procedia CIRP,15,2014-12-31,105,110,10.1016/j.procir.2014.06.043,True,S2212827114004661,"{'author': [{'$': 'Koen Paes'}, {'$': 'Wim Dewulf'}, {'$': 'Peter Slaets'}]}"
9,true,2015-12-31T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1876610215028623'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1876610215028623?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egypro.2015.12.197,https://api.elsevier.com/content/article/pii/S1876610215028623,Automated system for Equipment Energy Efficiency Monitoring in Heat Energy Facility,Tatyana Aleksandrovna Barbasova,Energy Procedia,83,2015-12-31,69,78,10.1016/j.egypro.2015.12.197,True,S1876610215028623,"{'author': [{'$': 'Tatyana Aleksandrovna Barbasova'}, {'$': 'Olga Valeryevna Kolesnikova'}, {'$': 'Aleksandra Aleksandrovna Filimonova'}]}"
10,true,2003-06-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1471084603800057'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1471084603800057?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S1471-0846(03)80005-7,https://api.elsevier.com/content/article/pii/S1471084603800057,UK energy white paper released,,Refocus,4,2003-04-30,6,,10.1016/S1471-0846(03)80005-7,False,S1471084603800057,
11,true,2021-04-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2405896320314415'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2405896320314415?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ifacol.2020.12.1070,https://api.elsevier.com/content/article/pii/S2405896320314415,Data-driven Energy Management Strategy for Plug-in Hybrid Electric Vehicles with Real-World Trip Information,Yongkeun Choi,IFAC-PapersOnLine,53,2020-12-31,14224,14229,10.1016/j.ifacol.2020.12.1070,False,S2405896320314415,"{'author': [{'$': 'Yongkeun Choi'}, {'$': 'Jacopo Guanetti'}, {'$': 'Francesco Borrelli'}]}"
12,true,2015-10-28T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2405896315018893'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2405896315018893?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.ifacol.2015.10.013,https://api.elsevier.com/content/article/pii/S2405896315018893,An Optimal Energy Management System for Battery Electric Vehicles,B. Sakhdari,IFAC-PapersOnLine,48,2015-12-31,86,92,10.1016/j.ifacol.2015.10.013,False,S2405896315018893,"{'author': [{'$': 'B. Sakhdari'}, {'$': 'N. L. Azad'}]}"
13,true,2015-05-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1002072114604518'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1002072114604518?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S1002-0721(14)60451-8,https://api.elsevier.com/content/article/pii/S1002072114604518,Influence of local phonon energy on quantum efficiency of Tb<ce:sup loc=post>3+</ce:sup>-Yb<ce:sup loc=post>3+</ce:sup> co-doped glass ceramics containing fluoride nanocrystals,Huiyun WANG,Journal of Rare Earths,33,2015-05-31,524,528,10.1016/S1002-0721(14)60451-8,False,S1002072114604518,"{'author': [{'$': 'Huiyun WANG'}, {'$': 'Song YE'}, {'$': 'Deping WANG'}]}"
14,true,2018-07-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2351978918306516'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2351978918306516?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.promfg.2018.06.122,https://api.elsevier.com/content/article/pii/S2351978918306516,Energy-efficient trajectory planning for an industrial robot using a multi-objective optimisation approach,Sichao Liu,Procedia Manufacturing,25,2018-12-31,517,525,10.1016/j.promfg.2018.06.122,True,S2351978918306516,"{'author': [{'$': 'Sichao Liu'}, {'$': 'Yuquan Wang'}, {'$': 'Lihui Wang'}]}"
15,true,2020-11-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S2666278720300155'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S2666278720300155?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.egycc.2020.100015,https://api.elsevier.com/content/article/pii/S2666278720300155,Green with savvy? Brazil's climate pledge to the Paris Agreement and its transition to the green economy,Valny Giacomelli Sobrinho,Energy and Climate Change,1,2020-12-31,100015,,10.1016/j.egycc.2020.100015,False,S2666278720300155,"{'author': [{'$': 'Valny Giacomelli Sobrinho'}, {'$': 'Viktor Lagutov'}, {'$': 'Sándor Baran'}]}"
